hos_cd	ins	fie_name	dep_cd	year	invr_intr
8902347	0	腎臓内	08	2023	3
8902461	0	乳甲外	16	2023	1
8902461	0	整形外	18	2023	2
8902610	0	救急科	34	2023	1
8902610	0	泌尿器	22	2023	1
8902628	0	呼吸内	05	2023	1
8902628	0	循環内	07	2023	3
8902628	0	腎臓内	08	2023	1
8902636	0	脳神内	02	2023	2
8902735	0	循環内	07	2023	1
8902784	0	循環内	07	2023	1
8902784	0	整形外	18	2023	2
8902784	0	消化内	50	2023	5
8902784	0	耳鼻科	25	2023	1
8902958	0	リハ	31	2023	2
8902958	0	心血外	15	2023	2
8902958	0	整形外	18	2023	1
8902958	0	血液内	01	2023	1
8903014	0	循環内	07	2023	1
8903014	0	整形外	18	2023	1
8903014	0	皮膚科	21	2023	1
8903014	0	脳神外	20	2023	1
8903055	0	リウ膠	48	2023	2
8903055	0	循環内	07	2023	3
8903055	0	心血外	15	2023	3
8903055	0	消化内	50	2023	1
8903055	0	脳卒中	09	2023	1
8903055	0	脳神外	20	2023	2
8903089	0	リハ	31	2023	1
8903089	0	乳甲外	16	2023	1
8903089	0	呼吸内	05	2023	1
8903089	0	循環内	07	2023	2
8903089	0	心療科	12	2023	2
8903089	0	心血外	15	2023	2
8903089	0	救急科	34	2023	11
8903089	0	整形外	18	2023	3
8903089	0	消化内	50	2023	5
8903089	0	消化外	14	2023	2
8903089	0	産婦人	43	2023	1
8903089	0	皮膚科	21	2023	1
8903089	0	糖尿内	06	2023	1
8903089	0	耳鼻科	25	2023	1
8903089	0	脳神内	02	2023	2
8903089	0	脳神外	20	2023	1
8903089	0	麻酔科	37	2023	1
8903097	0	循環内	07	2023	1
8903139	0	泌尿器	22	2023	1
8903139	0	脳神外	20	2023	1
8903154	0	循環内	07	2023	2
8903154	0	心血外	15	2023	7
8903154	0	整形外	18	2023	10
8903154	0	消化外	14	2023	1
8903154	0	眼科	26	2023	1
8903154	0	耳鼻科	25	2023	1
8903154	0	脳卒中	09	2023	1
8903162	0	リウ膠	48	2023	2
8903162	0	乳甲外	16	2023	3
8903162	0	整形外	18	2023	1
8903162	0	泌尿器	22	2023	1
8903162	0	消化内	50	2023	2
8903162	0	皮膚科	21	2023	1
8903162	0	糖尿内	06	2023	1
8903162	0	腎臓内	08	2023	2
9800011	0	リウ膠	48	2023	5
9800011	0	リハ	31	2023	2
9800011	0	乳甲外	16	2023	6
9800011	0	呼吸外	13	2023	2
9800011	0	小児外	17	2023	1
9800011	0	小児科	10	2023	16
9800011	0	循環内	07	2023	2
9800011	0	心療科	12	2023	3
9800011	0	心血外	15	2023	1
9800011	0	放治療	29	2023	1
9800011	0	救急科	34	2023	6
9800011	0	整形外	18	2023	19
9800011	0	歯口外	32	2023	3
9800011	0	泌尿器	22	2023	2
9800011	0	消化内	50	2023	9
9800011	0	消化外	14	2023	4
9800011	0	産婦人	43	2023	3
9800011	0	皮膚科	21	2023	3
9800011	0	眼科	26	2023	8
9800011	0	糖尿内	06	2023	2
9800011	0	耳鼻科	25	2023	3
9800011	0	脳卒中	09	2023	6
9800011	0	脳神内	02	2023	3
9800011	0	脳神外	20	2023	11
9800011	0	腎臓内	08	2023	7
9800011	0	臨腫瘍	27	2023	4
9800011	0	血液内	01	2023	5
9800011	0	麻酔科	37	2023	1
9800037	0	リウ膠	48	2023	2
9800037	0	リハ	31	2023	1
9800037	0	乳甲外	16	2023	7
9800037	0	小児科	10	2023	5
9800037	0	形成外	19	2023	5
9800037	0	循環内	07	2023	2
9800037	0	心血外	15	2023	2
9800037	0	救急科	34	2023	1
9800037	0	整形外	18	2023	3
9800037	0	泌尿器	22	2023	3
9800037	0	消化内	50	2023	1
9800037	0	消化外	14	2023	1
9800037	0	眼科	26	2023	6
9800037	0	脳神内	02	2023	1
9800037	0	腎臓内	08	2023	1
9800037	0	血液内	01	2023	2
9900027	0	リウ膠	48	2023	1
9900027	0	乳甲外	16	2023	1
9900027	0	呼吸内	05	2023	2
9900027	0	呼吸外	13	2023	3
9900027	0	小児科	10	2023	1
9900027	0	循環内	07	2023	6
9900027	0	心血外	15	2023	6
9900027	0	救急科	34	2023	9
9900027	0	整形外	18	2023	3
9900027	0	泌尿器	22	2023	4
9900027	0	消化内	50	2023	4
9900027	0	消化外	14	2023	1
9900027	0	産婦人	43	2023	2
9900027	0	糖尿内	06	2023	2
9900027	0	総合診	36	2023	1
9900027	0	耳鼻科	25	2023	1
9900027	0	脳卒中	09	2023	4
9900027	0	脳神内	02	2023	3
9900027	0	脳神外	20	2023	3
9900027	0	腎臓内	08	2023	1
9900027	0	血液内	01	2023	1
